content_type,url,status,final_url,indexable,robots,canonical,self_canonical,declared_language,body_language_heuristic,hreflang_count,hreflang_targets,hreflang_targets_200,hreflang_reciprocal,word_count,similarity_to_english,gsc_clicks,gsc_impressions,gsc_last_crawled,error
tool,https://geekskai.com/ja/tools/youtube-shorts-downloader/,200,https://geekskai.com/ja/tools/youtube-shorts-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ja/tools/youtube-shorts-downloader/,yes,ja,pt,11,x-default:https://geekskai.com/tools/youtube-shorts-downloader/ | en:https://geekskai.com/tools/youtube-shorts-downloader/ | ar:https://geekskai.com/ar/tools/youtube-shorts-downloader/ | de:https://geekskai.com/de/tools/youtube-shorts-downloader/ | fr:https://geekskai.com/fr/tools/youtube-shorts-downloader/ | es:https://geekskai.com/es/tools/youtube-shorts-downloader/ | ja:https://geekskai.com/ja/tools/youtube-shorts-downloader/ | ko:https://geekskai.com/ko/tools/youtube-shorts-downloader/ | no:https://geekskai.com/no/tools/youtube-shorts-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-shorts-downloader/ | da:https://geekskai.com/da/tools/youtube-shorts-downloader/,yes,yes,390,0.010,,,,
tool,https://geekskai.com/ko/tools/youtube-shorts-downloader/,200,https://geekskai.com/ko/tools/youtube-shorts-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ko/tools/youtube-shorts-downloader/,yes,ko,pt,11,x-default:https://geekskai.com/tools/youtube-shorts-downloader/ | en:https://geekskai.com/tools/youtube-shorts-downloader/ | ar:https://geekskai.com/ar/tools/youtube-shorts-downloader/ | de:https://geekskai.com/de/tools/youtube-shorts-downloader/ | fr:https://geekskai.com/fr/tools/youtube-shorts-downloader/ | es:https://geekskai.com/es/tools/youtube-shorts-downloader/ | ja:https://geekskai.com/ja/tools/youtube-shorts-downloader/ | ko:https://geekskai.com/ko/tools/youtube-shorts-downloader/ | no:https://geekskai.com/no/tools/youtube-shorts-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-shorts-downloader/ | da:https://geekskai.com/da/tools/youtube-shorts-downloader/,yes,yes,680,0.008,,,,
tool,https://geekskai.com/no/tools/youtube-shorts-downloader/,200,https://geekskai.com/no/tools/youtube-shorts-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/no/tools/youtube-shorts-downloader/,yes,no,en,11,x-default:https://geekskai.com/tools/youtube-shorts-downloader/ | en:https://geekskai.com/tools/youtube-shorts-downloader/ | ar:https://geekskai.com/ar/tools/youtube-shorts-downloader/ | de:https://geekskai.com/de/tools/youtube-shorts-downloader/ | fr:https://geekskai.com/fr/tools/youtube-shorts-downloader/ | es:https://geekskai.com/es/tools/youtube-shorts-downloader/ | ja:https://geekskai.com/ja/tools/youtube-shorts-downloader/ | ko:https://geekskai.com/ko/tools/youtube-shorts-downloader/ | no:https://geekskai.com/no/tools/youtube-shorts-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-shorts-downloader/ | da:https://geekskai.com/da/tools/youtube-shorts-downloader/,yes,yes,828,0.008,,,,
tool,https://geekskai.com/zh-cn/tools/youtube-shorts-downloader/,200,https://geekskai.com/zh-cn/tools/youtube-shorts-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/zh-cn/tools/youtube-shorts-downloader/,yes,zh-cn,pt,11,x-default:https://geekskai.com/tools/youtube-shorts-downloader/ | en:https://geekskai.com/tools/youtube-shorts-downloader/ | ar:https://geekskai.com/ar/tools/youtube-shorts-downloader/ | de:https://geekskai.com/de/tools/youtube-shorts-downloader/ | fr:https://geekskai.com/fr/tools/youtube-shorts-downloader/ | es:https://geekskai.com/es/tools/youtube-shorts-downloader/ | ja:https://geekskai.com/ja/tools/youtube-shorts-downloader/ | ko:https://geekskai.com/ko/tools/youtube-shorts-downloader/ | no:https://geekskai.com/no/tools/youtube-shorts-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-shorts-downloader/ | da:https://geekskai.com/da/tools/youtube-shorts-downloader/,yes,yes,412,0.010,,,,
tool,https://geekskai.com/da/tools/youtube-shorts-downloader/,200,https://geekskai.com/da/tools/youtube-shorts-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/da/tools/youtube-shorts-downloader/,yes,da,en,11,x-default:https://geekskai.com/tools/youtube-shorts-downloader/ | en:https://geekskai.com/tools/youtube-shorts-downloader/ | ar:https://geekskai.com/ar/tools/youtube-shorts-downloader/ | de:https://geekskai.com/de/tools/youtube-shorts-downloader/ | fr:https://geekskai.com/fr/tools/youtube-shorts-downloader/ | es:https://geekskai.com/es/tools/youtube-shorts-downloader/ | ja:https://geekskai.com/ja/tools/youtube-shorts-downloader/ | ko:https://geekskai.com/ko/tools/youtube-shorts-downloader/ | no:https://geekskai.com/no/tools/youtube-shorts-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-shorts-downloader/ | da:https://geekskai.com/da/tools/youtube-shorts-downloader/,yes,yes,800,0.008,,,,
tool,https://geekskai.com/tools/youtube-video-downloader/,200,https://geekskai.com/tools/youtube-video-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/tools/youtube-video-downloader/,yes,en,en,11,x-default:https://geekskai.com/tools/youtube-video-downloader/ | en:https://geekskai.com/tools/youtube-video-downloader/ | ar:https://geekskai.com/ar/tools/youtube-video-downloader/ | de:https://geekskai.com/de/tools/youtube-video-downloader/ | fr:https://geekskai.com/fr/tools/youtube-video-downloader/ | es:https://geekskai.com/es/tools/youtube-video-downloader/ | ja:https://geekskai.com/ja/tools/youtube-video-downloader/ | ko:https://geekskai.com/ko/tools/youtube-video-downloader/ | no:https://geekskai.com/no/tools/youtube-video-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-video-downloader/ | da:https://geekskai.com/da/tools/youtube-video-downloader/,yes,yes,1250,,,,,
tool,https://geekskai.com/ar/tools/youtube-video-downloader/,200,https://geekskai.com/ar/tools/youtube-video-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ar/tools/youtube-video-downloader/,yes,ar,pt,11,x-default:https://geekskai.com/tools/youtube-video-downloader/ | en:https://geekskai.com/tools/youtube-video-downloader/ | ar:https://geekskai.com/ar/tools/youtube-video-downloader/ | de:https://geekskai.com/de/tools/youtube-video-downloader/ | fr:https://geekskai.com/fr/tools/youtube-video-downloader/ | es:https://geekskai.com/es/tools/youtube-video-downloader/ | ja:https://geekskai.com/ja/tools/youtube-video-downloader/ | ko:https://geekskai.com/ko/tools/youtube-video-downloader/ | no:https://geekskai.com/no/tools/youtube-video-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-video-downloader/ | da:https://geekskai.com/da/tools/youtube-video-downloader/,yes,yes,1090,0.002,,,,
tool,https://geekskai.com/de/tools/youtube-video-downloader/,200,https://geekskai.com/de/tools/youtube-video-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/de/tools/youtube-video-downloader/,yes,de,de,11,x-default:https://geekskai.com/tools/youtube-video-downloader/ | en:https://geekskai.com/tools/youtube-video-downloader/ | ar:https://geekskai.com/ar/tools/youtube-video-downloader/ | de:https://geekskai.com/de/tools/youtube-video-downloader/ | fr:https://geekskai.com/fr/tools/youtube-video-downloader/ | es:https://geekskai.com/es/tools/youtube-video-downloader/ | ja:https://geekskai.com/ja/tools/youtube-video-downloader/ | ko:https://geekskai.com/ko/tools/youtube-video-downloader/ | no:https://geekskai.com/no/tools/youtube-video-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-video-downloader/ | da:https://geekskai.com/da/tools/youtube-video-downloader/,yes,yes,1124,0.010,,,,
tool,https://geekskai.com/fr/tools/youtube-video-downloader/,200,https://geekskai.com/fr/tools/youtube-video-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/fr/tools/youtube-video-downloader/,yes,fr,fr,11,x-default:https://geekskai.com/tools/youtube-video-downloader/ | en:https://geekskai.com/tools/youtube-video-downloader/ | ar:https://geekskai.com/ar/tools/youtube-video-downloader/ | de:https://geekskai.com/de/tools/youtube-video-downloader/ | fr:https://geekskai.com/fr/tools/youtube-video-downloader/ | es:https://geekskai.com/es/tools/youtube-video-downloader/ | ja:https://geekskai.com/ja/tools/youtube-video-downloader/ | ko:https://geekskai.com/ko/tools/youtube-video-downloader/ | no:https://geekskai.com/no/tools/youtube-video-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-video-downloader/ | da:https://geekskai.com/da/tools/youtube-video-downloader/,yes,yes,1194,0.010,,,,
tool,https://geekskai.com/es/tools/youtube-video-downloader/,200,https://geekskai.com/es/tools/youtube-video-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/es/tools/youtube-video-downloader/,yes,es,es,11,x-default:https://geekskai.com/tools/youtube-video-downloader/ | en:https://geekskai.com/tools/youtube-video-downloader/ | ar:https://geekskai.com/ar/tools/youtube-video-downloader/ | de:https://geekskai.com/de/tools/youtube-video-downloader/ | fr:https://geekskai.com/fr/tools/youtube-video-downloader/ | es:https://geekskai.com/es/tools/youtube-video-downloader/ | ja:https://geekskai.com/ja/tools/youtube-video-downloader/ | ko:https://geekskai.com/ko/tools/youtube-video-downloader/ | no:https://geekskai.com/no/tools/youtube-video-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-video-downloader/ | da:https://geekskai.com/da/tools/youtube-video-downloader/,yes,yes,1176,0.010,,,,
tool,https://geekskai.com/ja/tools/youtube-video-downloader/,200,https://geekskai.com/ja/tools/youtube-video-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ja/tools/youtube-video-downloader/,yes,ja,pt,11,x-default:https://geekskai.com/tools/youtube-video-downloader/ | en:https://geekskai.com/tools/youtube-video-downloader/ | ar:https://geekskai.com/ar/tools/youtube-video-downloader/ | de:https://geekskai.com/de/tools/youtube-video-downloader/ | fr:https://geekskai.com/fr/tools/youtube-video-downloader/ | es:https://geekskai.com/es/tools/youtube-video-downloader/ | ja:https://geekskai.com/ja/tools/youtube-video-downloader/ | ko:https://geekskai.com/ko/tools/youtube-video-downloader/ | no:https://geekskai.com/no/tools/youtube-video-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-video-downloader/ | da:https://geekskai.com/da/tools/youtube-video-downloader/,yes,yes,572,0.013,,,,
tool,https://geekskai.com/ko/tools/youtube-video-downloader/,200,https://geekskai.com/ko/tools/youtube-video-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ko/tools/youtube-video-downloader/,yes,ko,pt,11,x-default:https://geekskai.com/tools/youtube-video-downloader/ | en:https://geekskai.com/tools/youtube-video-downloader/ | ar:https://geekskai.com/ar/tools/youtube-video-downloader/ | de:https://geekskai.com/de/tools/youtube-video-downloader/ | fr:https://geekskai.com/fr/tools/youtube-video-downloader/ | es:https://geekskai.com/es/tools/youtube-video-downloader/ | ja:https://geekskai.com/ja/tools/youtube-video-downloader/ | ko:https://geekskai.com/ko/tools/youtube-video-downloader/ | no:https://geekskai.com/no/tools/youtube-video-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-video-downloader/ | da:https://geekskai.com/da/tools/youtube-video-downloader/,yes,yes,898,0.010,,,,
tool,https://geekskai.com/no/tools/youtube-video-downloader/,200,https://geekskai.com/no/tools/youtube-video-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/no/tools/youtube-video-downloader/,yes,no,en,11,x-default:https://geekskai.com/tools/youtube-video-downloader/ | en:https://geekskai.com/tools/youtube-video-downloader/ | ar:https://geekskai.com/ar/tools/youtube-video-downloader/ | de:https://geekskai.com/de/tools/youtube-video-downloader/ | fr:https://geekskai.com/fr/tools/youtube-video-downloader/ | es:https://geekskai.com/es/tools/youtube-video-downloader/ | ja:https://geekskai.com/ja/tools/youtube-video-downloader/ | ko:https://geekskai.com/ko/tools/youtube-video-downloader/ | no:https://geekskai.com/no/tools/youtube-video-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-video-downloader/ | da:https://geekskai.com/da/tools/youtube-video-downloader/,yes,yes,1140,0.010,,,,
tool,https://geekskai.com/zh-cn/tools/youtube-video-downloader/,200,https://geekskai.com/zh-cn/tools/youtube-video-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/zh-cn/tools/youtube-video-downloader/,yes,zh-cn,pt,11,x-default:https://geekskai.com/tools/youtube-video-downloader/ | en:https://geekskai.com/tools/youtube-video-downloader/ | ar:https://geekskai.com/ar/tools/youtube-video-downloader/ | de:https://geekskai.com/de/tools/youtube-video-downloader/ | fr:https://geekskai.com/fr/tools/youtube-video-downloader/ | es:https://geekskai.com/es/tools/youtube-video-downloader/ | ja:https://geekskai.com/ja/tools/youtube-video-downloader/ | ko:https://geekskai.com/ko/tools/youtube-video-downloader/ | no:https://geekskai.com/no/tools/youtube-video-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-video-downloader/ | da:https://geekskai.com/da/tools/youtube-video-downloader/,yes,yes,552,0.014,,,,
tool,https://geekskai.com/da/tools/youtube-video-downloader/,200,https://geekskai.com/da/tools/youtube-video-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/da/tools/youtube-video-downloader/,yes,da,pt,11,x-default:https://geekskai.com/tools/youtube-video-downloader/ | en:https://geekskai.com/tools/youtube-video-downloader/ | ar:https://geekskai.com/ar/tools/youtube-video-downloader/ | de:https://geekskai.com/de/tools/youtube-video-downloader/ | fr:https://geekskai.com/fr/tools/youtube-video-downloader/ | es:https://geekskai.com/es/tools/youtube-video-downloader/ | ja:https://geekskai.com/ja/tools/youtube-video-downloader/ | ko:https://geekskai.com/ko/tools/youtube-video-downloader/ | no:https://geekskai.com/no/tools/youtube-video-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-video-downloader/ | da:https://geekskai.com/da/tools/youtube-video-downloader/,yes,yes,1100,0.010,,,,
tool,https://geekskai.com/tools/youtube-audio-downloader/,200,https://geekskai.com/tools/youtube-audio-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/tools/youtube-audio-downloader/,yes,en,en,11,x-default:https://geekskai.com/tools/youtube-audio-downloader/ | en:https://geekskai.com/tools/youtube-audio-downloader/ | ar:https://geekskai.com/ar/tools/youtube-audio-downloader/ | de:https://geekskai.com/de/tools/youtube-audio-downloader/ | fr:https://geekskai.com/fr/tools/youtube-audio-downloader/ | es:https://geekskai.com/es/tools/youtube-audio-downloader/ | ja:https://geekskai.com/ja/tools/youtube-audio-downloader/ | ko:https://geekskai.com/ko/tools/youtube-audio-downloader/ | no:https://geekskai.com/no/tools/youtube-audio-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-audio-downloader/ | da:https://geekskai.com/da/tools/youtube-audio-downloader/,yes,yes,664,,,,,
tool,https://geekskai.com/ar/tools/youtube-audio-downloader/,200,https://geekskai.com/ar/tools/youtube-audio-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ar/tools/youtube-audio-downloader/,yes,ar,pt,11,x-default:https://geekskai.com/tools/youtube-audio-downloader/ | en:https://geekskai.com/tools/youtube-audio-downloader/ | ar:https://geekskai.com/ar/tools/youtube-audio-downloader/ | de:https://geekskai.com/de/tools/youtube-audio-downloader/ | fr:https://geekskai.com/fr/tools/youtube-audio-downloader/ | es:https://geekskai.com/es/tools/youtube-audio-downloader/ | ja:https://geekskai.com/ja/tools/youtube-audio-downloader/ | ko:https://geekskai.com/ko/tools/youtube-audio-downloader/ | no:https://geekskai.com/no/tools/youtube-audio-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-audio-downloader/ | da:https://geekskai.com/da/tools/youtube-audio-downloader/,yes,yes,560,0.003,,,,
tool,https://geekskai.com/de/tools/youtube-audio-downloader/,200,https://geekskai.com/de/tools/youtube-audio-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/de/tools/youtube-audio-downloader/,yes,de,de,11,x-default:https://geekskai.com/tools/youtube-audio-downloader/ | en:https://geekskai.com/tools/youtube-audio-downloader/ | ar:https://geekskai.com/ar/tools/youtube-audio-downloader/ | de:https://geekskai.com/de/tools/youtube-audio-downloader/ | fr:https://geekskai.com/fr/tools/youtube-audio-downloader/ | es:https://geekskai.com/es/tools/youtube-audio-downloader/ | ja:https://geekskai.com/ja/tools/youtube-audio-downloader/ | ko:https://geekskai.com/ko/tools/youtube-audio-downloader/ | no:https://geekskai.com/no/tools/youtube-audio-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-audio-downloader/ | da:https://geekskai.com/da/tools/youtube-audio-downloader/,yes,yes,578,0.021,,,,
tool,https://geekskai.com/fr/tools/youtube-audio-downloader/,200,https://geekskai.com/fr/tools/youtube-audio-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/fr/tools/youtube-audio-downloader/,yes,fr,fr,11,x-default:https://geekskai.com/tools/youtube-audio-downloader/ | en:https://geekskai.com/tools/youtube-audio-downloader/ | ar:https://geekskai.com/ar/tools/youtube-audio-downloader/ | de:https://geekskai.com/de/tools/youtube-audio-downloader/ | fr:https://geekskai.com/fr/tools/youtube-audio-downloader/ | es:https://geekskai.com/es/tools/youtube-audio-downloader/ | ja:https://geekskai.com/ja/tools/youtube-audio-downloader/ | ko:https://geekskai.com/ko/tools/youtube-audio-downloader/ | no:https://geekskai.com/no/tools/youtube-audio-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-audio-downloader/ | da:https://geekskai.com/da/tools/youtube-audio-downloader/,yes,yes,648,0.019,,,,
tool,https://geekskai.com/es/tools/youtube-audio-downloader/,200,https://geekskai.com/es/tools/youtube-audio-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/es/tools/youtube-audio-downloader/,yes,es,es,11,x-default:https://geekskai.com/tools/youtube-audio-downloader/ | en:https://geekskai.com/tools/youtube-audio-downloader/ | ar:https://geekskai.com/ar/tools/youtube-audio-downloader/ | de:https://geekskai.com/de/tools/youtube-audio-downloader/ | fr:https://geekskai.com/fr/tools/youtube-audio-downloader/ | es:https://geekskai.com/es/tools/youtube-audio-downloader/ | ja:https://geekskai.com/ja/tools/youtube-audio-downloader/ | ko:https://geekskai.com/ko/tools/youtube-audio-downloader/ | no:https://geekskai.com/no/tools/youtube-audio-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-audio-downloader/ | da:https://geekskai.com/da/tools/youtube-audio-downloader/,yes,yes,646,0.019,,,,
tool,https://geekskai.com/ja/tools/youtube-audio-downloader/,200,https://geekskai.com/ja/tools/youtube-audio-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ja/tools/youtube-audio-downloader/,yes,ja,pt,11,x-default:https://geekskai.com/tools/youtube-audio-downloader/ | en:https://geekskai.com/tools/youtube-audio-downloader/ | ar:https://geekskai.com/ar/tools/youtube-audio-downloader/ | de:https://geekskai.com/de/tools/youtube-audio-downloader/ | fr:https://geekskai.com/fr/tools/youtube-audio-downloader/ | es:https://geekskai.com/es/tools/youtube-audio-downloader/ | ja:https://geekskai.com/ja/tools/youtube-audio-downloader/ | ko:https://geekskai.com/ko/tools/youtube-audio-downloader/ | no:https://geekskai.com/no/tools/youtube-audio-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-audio-downloader/ | da:https://geekskai.com/da/tools/youtube-audio-downloader/,yes,yes,258,0.027,,,,
tool,https://geekskai.com/ko/tools/youtube-audio-downloader/,200,https://geekskai.com/ko/tools/youtube-audio-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ko/tools/youtube-audio-downloader/,yes,ko,pt,11,x-default:https://geekskai.com/tools/youtube-audio-downloader/ | en:https://geekskai.com/tools/youtube-audio-downloader/ | ar:https://geekskai.com/ar/tools/youtube-audio-downloader/ | de:https://geekskai.com/de/tools/youtube-audio-downloader/ | fr:https://geekskai.com/fr/tools/youtube-audio-downloader/ | es:https://geekskai.com/es/tools/youtube-audio-downloader/ | ja:https://geekskai.com/ja/tools/youtube-audio-downloader/ | ko:https://geekskai.com/ko/tools/youtube-audio-downloader/ | no:https://geekskai.com/no/tools/youtube-audio-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-audio-downloader/ | da:https://geekskai.com/da/tools/youtube-audio-downloader/,yes,yes,460,0.020,,,,
tool,https://geekskai.com/no/tools/youtube-audio-downloader/,200,https://geekskai.com/no/tools/youtube-audio-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/no/tools/youtube-audio-downloader/,yes,no,en,11,x-default:https://geekskai.com/tools/youtube-audio-downloader/ | en:https://geekskai.com/tools/youtube-audio-downloader/ | ar:https://geekskai.com/ar/tools/youtube-audio-downloader/ | de:https://geekskai.com/de/tools/youtube-audio-downloader/ | fr:https://geekskai.com/fr/tools/youtube-audio-downloader/ | es:https://geekskai.com/es/tools/youtube-audio-downloader/ | ja:https://geekskai.com/ja/tools/youtube-audio-downloader/ | ko:https://geekskai.com/ko/tools/youtube-audio-downloader/ | no:https://geekskai.com/no/tools/youtube-audio-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-audio-downloader/ | da:https://geekskai.com/da/tools/youtube-audio-downloader/,yes,yes,600,0.019,,,,
tool,https://geekskai.com/zh-cn/tools/youtube-audio-downloader/,200,https://geekskai.com/zh-cn/tools/youtube-audio-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/zh-cn/tools/youtube-audio-downloader/,yes,zh-cn,pt,11,x-default:https://geekskai.com/tools/youtube-audio-downloader/ | en:https://geekskai.com/tools/youtube-audio-downloader/ | ar:https://geekskai.com/ar/tools/youtube-audio-downloader/ | de:https://geekskai.com/de/tools/youtube-audio-downloader/ | fr:https://geekskai.com/fr/tools/youtube-audio-downloader/ | es:https://geekskai.com/es/tools/youtube-audio-downloader/ | ja:https://geekskai.com/ja/tools/youtube-audio-downloader/ | ko:https://geekskai.com/ko/tools/youtube-audio-downloader/ | no:https://geekskai.com/no/tools/youtube-audio-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-audio-downloader/ | da:https://geekskai.com/da/tools/youtube-audio-downloader/,yes,yes,276,0.026,,,,
tool,https://geekskai.com/da/tools/youtube-audio-downloader/,200,https://geekskai.com/da/tools/youtube-audio-downloader/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/da/tools/youtube-audio-downloader/,yes,da,pt,11,x-default:https://geekskai.com/tools/youtube-audio-downloader/ | en:https://geekskai.com/tools/youtube-audio-downloader/ | ar:https://geekskai.com/ar/tools/youtube-audio-downloader/ | de:https://geekskai.com/de/tools/youtube-audio-downloader/ | fr:https://geekskai.com/fr/tools/youtube-audio-downloader/ | es:https://geekskai.com/es/tools/youtube-audio-downloader/ | ja:https://geekskai.com/ja/tools/youtube-audio-downloader/ | ko:https://geekskai.com/ko/tools/youtube-audio-downloader/ | no:https://geekskai.com/no/tools/youtube-audio-downloader/ | zh-cn:https://geekskai.com/zh-cn/tools/youtube-audio-downloader/ | da:https://geekskai.com/da/tools/youtube-audio-downloader/,yes,yes,572,0.020,,,,
tool,https://geekskai.com/tools/vin-decoder/,200,https://geekskai.com/tools/vin-decoder/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/tools/vin-decoder/,yes,en,en,11,x-default:https://geekskai.com/tools/vin-decoder/ | en:https://geekskai.com/tools/vin-decoder/ | ar:https://geekskai.com/ar/tools/vin-decoder/ | de:https://geekskai.com/de/tools/vin-decoder/ | fr:https://geekskai.com/fr/tools/vin-decoder/ | es:https://geekskai.com/es/tools/vin-decoder/ | ja:https://geekskai.com/ja/tools/vin-decoder/ | ko:https://geekskai.com/ko/tools/vin-decoder/ | no:https://geekskai.com/no/tools/vin-decoder/ | zh-cn:https://geekskai.com/zh-cn/tools/vin-decoder/ | da:https://geekskai.com/da/tools/vin-decoder/,yes,yes,619,,,,,
tool,https://geekskai.com/ar/tools/vin-decoder/,200,https://geekskai.com/ar/tools/vin-decoder/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/ar/tools/vin-decoder/,yes,ar,unknown,11,x-default:https://geekskai.com/tools/vin-decoder/ | en:https://geekskai.com/tools/vin-decoder/ | ar:https://geekskai.com/ar/tools/vin-decoder/ | de:https://geekskai.com/de/tools/vin-decoder/ | fr:https://geekskai.com/fr/tools/vin-decoder/ | es:https://geekskai.com/es/tools/vin-decoder/ | ja:https://geekskai.com/ja/tools/vin-decoder/ | ko:https://geekskai.com/ko/tools/vin-decoder/ | no:https://geekskai.com/no/tools/vin-decoder/ | zh-cn:https://geekskai.com/zh-cn/tools/vin-decoder/ | da:https://geekskai.com/da/tools/vin-decoder/,yes,yes,690,0.002,,,,
tool,https://geekskai.com/de/tools/vin-decoder/,200,https://geekskai.com/de/tools/vin-decoder/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/de/tools/vin-decoder/,yes,de,de,11,x-default:https://geekskai.com/tools/vin-decoder/ | en:https://geekskai.com/tools/vin-decoder/ | ar:https://geekskai.com/ar/tools/vin-decoder/ | de:https://geekskai.com/de/tools/vin-decoder/ | fr:https://geekskai.com/fr/tools/vin-decoder/ | es:https://geekskai.com/es/tools/vin-decoder/ | ja:https://geekskai.com/ja/tools/vin-decoder/ | ko:https://geekskai.com/ko/tools/vin-decoder/ | no:https://geekskai.com/no/tools/vin-decoder/ | zh-cn:https://geekskai.com/zh-cn/tools/vin-decoder/ | da:https://geekskai.com/da/tools/vin-decoder/,yes,yes,539,0.013,,,,
tool,https://geekskai.com/fr/tools/vin-decoder/,200,https://geekskai.com/fr/tools/vin-decoder/,yes,"index, follow; index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1",https://geekskai.com/fr/tools/vin-decoder/,yes,fr,fr,11,x-default:https://geekskai.com/tools/vin-decoder/ | en:https://geekskai.com/tools/vin-decoder/ | ar:https://geekskai.com/ar/tools/vin-decoder/ | de:https://geekskai.com/de/tools/vin-decoder/ | fr:https://geekskai.com/fr/tools/vin-decoder/ | es:https://geekskai.com/es/tools/vin-decoder/ | ja:https://geekskai.com/ja/tools/vin-decoder/ | ko:https://geekskai.com/ko/tools/vin-decoder/ | no:https://geekskai.com/no/tools/vin-decoder/ | zh-cn:https://geekskai.com/zh-cn/tools/vin-decoder/ | da:https://geekskai.com/da/tools/vin-decoder/,yes,yes,662,0.000,,,,
